duration,c_0001,c_0002,v_149,ob_reason,ob_age,ob_realEstate,ob_debt,ob_invest,ob_saving,ob_feelingRisk,ob_investPriority,ob_scenario,check_portfolioId,sim_ethnicity,sim_general,sim_gender,sim_age,sim_language,trust_general,trust_contact,trust_relationship,trust_care,trust_understand,trust_warmth,competence_general,competence_capable,competence_skillful,competence_intelligent,bene_values,bene_honest,bene_respect,li_implement,li_improvements,li_better,lic_amount,sat_happy,sat_right,sat_satisfied,benef_hurt,benef_needs,benef_help,benef_important,benef_welfare,recomm_propensity,loy_choose,loy_best,loy_loyal,lif_portion,learn_learn,learn_improve,learn_skills,att_bestInterest,att_trustworthy,att_ownInterest,att_commissions,fwb_situation,fwb_left,fwb_behind,person_reserved,person_lazy,person_stress,person_artistic,person_sociable,person_fault,person_through,person_nervous,person_imagination,patience154,patience185,patience202,patience210,patience215,patience206,patience193,patience197,patience189,patience169,patience177,patience181,patience173,patience161,patience165,patience158,patience125,patience139,patience146,patience150,patience143,patience132,patience136,patience129,patience112,patience119,patience122,patience116,patience106,patience109,patience103,patience_general,literacy1,literacy2,literacy3,literacy4,literacy5,literacy6,literacy7,check_portfolioType,check_advisorType,dem_gender,dem_ethnicity,dem_usResidence,dem_financialAdvisorUsage,dem_education,income,cond_race,cond_matching,cond,person_trusting
2447,0.5,3,5c573f18d3cc6b0001d9dbc3,1,30,200000,0,5000,500,2,2,3,2,1,3,7,6,7,5,5,1,5,4,5,6,6,6,6,5,5,6,5,5,4,50,5,6,6,6,6,5,5,6,75,6,5,5,80,6,5,6,5,4,5,5,3,5,1,6,1,7,3,2,1,7,1,3,1,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,3,2,3,1,2,1,1,2,1,2,5,35000,black,not_matching,"black, not_matching",2
1023,0.75,4,5d697ea28572fc000126b779,1,57,250000,7000,1000,2000,3,4,2,I did not see a portfolio ID,1,1,1,2,7,5,5,4,4,5,3,5,5,5,6,5,4,4,4,5,5,85,4,5,5,5,4,4,4,4,50,4,3,3,60,6,7,6,3,3,5,6,2,6,2,5,1,6,6,4,2,7,1,6,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,3,1,2,2,2,2,1,1,5,54000,black,not_matching,"black, not_matching",4
786,0.25,4,62c31e3d37522ffaa26aadc2,1,39,400000,250000,10000,0,1,2,2,I didn't see it ,1,2,1,7,7,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,75,5,5,5,5,5,5,5,6,80,5,6,6,57,6,6,6,5,4,4,4,4,2,4,4,4,3,4,4,4,5,5,5,1,1,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,1,1,3,3,2,1,3,2,1,2,2,1,2,5,120000,black,not_matching,"black, not_matching",5
774,0.375,3,5e29dc4721a5f20481c70274,1,37,0,1000,1500,1000,3,1,2,2,1,3,1,4,6,4,4,3,5,4,4,5,6,5,5,4,4,4,5,5,4,31,5,4,5,4,5,5,5,4,26,4,4,3,12,5,6,4,4,4,3,4,4,5,5,5,1,6,1,4,1,5,3,5,1,1,2,-77,-77,-77,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,2,3,2,3,2,1,1,2,1,2,2,1,2,5,55000,black,not_matching,"black, not_matching",4
1158,1,4,62e05742fafd80b3f0c2e20b,1,21,0,0,500,300,4,4,3,2,1,2,7,3,4,5,5,4,4,5,4,5,5,4,5,4,5,5,4,5,5,20,5,5,5,5,5,4,4,4,16,4,5,4,20,6,7,6,5,4,5,5,2,5,5,6,4,4,5,4,4,6,3,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,2,3,3,2,1,1,3,2,1,2,1,2,3,20000,black,not_matching,"black, not_matching",4
838,0.625,3,5ec4a156bc5aac3819ac52f2,1,28,0,0,10000,1000,2,3,3,2,2,2,7,4,6,3,2,1,5,6,4,5,6,6,5,5,4,5,2,2,2,60,2,1,2,4,4,4,4,3,10,1,1,1,0,4,7,3,3,3,6,6,1,7,1,6,4,4,4,1,4,6,6,7,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,2,6,3,1,3,3,2,2,1,2,1,1,2,1,2,4,42000,black,not_matching,"black, not_matching",6
2043,0.75,4,5d17227bab610c00170fd98d,1,33,0,1000,3000,100,3,3,3,2,1,4,7,7,7,6,2,4,2,2,5,4,3,4,5,4,4,6,4,5,5,50,5,4,4,7,5,1,3,1,10,2,2,1,10,5,7,5,4,4,5,5,1,4,4,4,1,6,1,6,1,7,1,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,1,3,3,1,1,2,1,2,5,20000,black,not_matching,"black, not_matching",5
707,0.625,3,5c4fa169ee5ae100010a2057,1,42,0,0,3000,700,2,4,2,2,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,7,7,7,7,7,7,7,7,100,7,7,7,100,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,7,7,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,2,3,1,3,1,3,2,1,1,2,1,1,3,39000,black,not_matching,"black, not_matching",7
1898,0,4,62e02b1ed5b0fbc1b1dc09e7,3,35,0,0,1500,150,1,1,1,2,1,1,1,4,5,3,2,2,2,4,3,4,4,4,4,4,4,4,5,5,4,25,4,4,5,4,4,3,3,3,10,2,2,2,0,2,2,2,3,3,5,5,6,5,2,7,3,3,2,1,5,4,5,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,3,1,3,3,3,3,1,1,2,2,2,1,2,3,35000,black,not_matching,"black, not_matching",1
1776,0.25,4,601d69a993d94008fb2b25dc,1,27,0,0,100,200,1,2,2,2,1,2,7,2,6,7,4,4,6,6,5,7,7,7,7,6,7,7,6,6,6,85,6,6,6,6,5,4,6,6,50,6,6,4,50,7,7,6,6,6,4,4,3,5,2,7,4,4,6,1,2,6,4,4,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,2,1,3,3,3,2,3,1,1,1,2,1,2,3,14000,black,not_matching,"black, not_matching",6
1636,0.125,4,5c330cefca23620001b262b1,2,57,0,35000,2000,100,1,1,2,2,2,3,1,2,7,5,5,4,6,6,6,7,7,7,7,7,5,6,5,6,6,33,4,5,5,4,5,4,5,4,70,5,5,4,24,6,6,7,5,4,5,4,4,4,4,5,2,2,2,1,5,7,3,5,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,3,3,3,3,3,2,1,2,2,2,1,2,4,24999,black,not_matching,"black, not_matching",2
1441,0.375,4,63125587d95c603422415c13,2,30,15000,0,10000,700,3,1,2,2,5,6,5,6,5,5,5,5,5,5,6,4,4,6,6,5,6,6,6,5,5,32,5,6,5,3,5,6,3,6,44,5,4,4,51,6,6,5,5,6,5,6,5,3,5,5,2,2,4,2,2,2,2,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,2,1,1,1,2,3,2,2,1,1,2,1,1,6,150000,black,not_matching,"black, not_matching",5
2117,0.625,4,6312e777c1ffe91e8f4b2e6b,2,32,15000,0,10000,500,3,3,2,2,4,5,4,5,5,5,5,5,5,4,6,5,6,6,6,4,5,5,5,5,6,47,5,5,6,4,4,5,3,6,55,5,4,5,52,5,5,6,6,5,6,5,6,5,6,6,2,2,5,4,4,6,5,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,2,1,1,3,1,2,2,2,1,1,2,1,1,6,150000,black,not_matching,"black, not_matching",2
987,0.875,3,62e55138d721a70c399a57ff,1,22,0,100000,50,50,4,4,2,"High Risk, High Return",1,3,7,6,7,6,7,7,7,7,7,7,7,6,7,6,5,6,7,7,7,85,7,7,7,6,7,5,7,7,70,7,7,6,60,6,6,5,7,5,3,6,7,1,7,7,7,1,3,1,6,6,7,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,2,1,1,2,3,2,1,3,1,1,2,1,2,3,0,black,not_matching,"black, not_matching",5
3781,0.125,3,5e4e844553bc702cdf68404d,3,23,0,0,100,600,1,1,2,2,2,3,2,4,5,5,4,3,5,6,4,5,5,4,5,5,5,5,3,3,4,35,4,4,3,5,5,4,6,5,35,3,4,3,30,4,5,4,5,6,3,4,6,5,6,7,5,3,6,3,3,5,5,4,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,2,1,3,3,1,3,3,1,1,2,2,1,2,3,120000,black,not_matching,"black, not_matching",3
2149,0.125,4,6304efe17392a374e12d4caf,2,22,0,0,20,100,2,1,1,2,1,1,1,4,3,4,2,3,2,6,4,7,6,7,7,4,4,5,4,5,6,21,4,4,4,5,4,4,5,2,55,4,4,2,25,4,6,5,6,4,6,4,5,3,4,4,6,4,4,1,3,4,7,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,2,1,1,3,1,3,1,1,2,2,1,2,3,50000,black,not_matching,"black, not_matching",5
840,0.25,4,6317a7e62d46bbbbd4b808ea,2,36,210000,300000,5000,500,2,1,2,2,1,2,7,5,7,5,4,1,1,3,2,6,6,5,5,2,5,4,5,6,4,20,5,5,5,6,6,4,4,4,75,4,3,3,50,5,6,6,5,5,3,5,5,2,6,5,1,5,5,5,2,6,3,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,2,3,3,1,1,1,1,2,1,1,6,105000,black,not_matching,"black, not_matching",6
1569,0.125,3,58cc6e1293dac30001d4abc6,3,52,0,10000,25000,1000,2,1,1,2,1,5,7,2,6,5,4,2,4,5,5,7,7,6,6,5,4,5,5,5,4,95,6,5,6,6,6,5,6,5,65,5,4,2,95,6,7,5,6,5,2,5,3,6,3,5,2,6,1,6,1,6,1,7,1,1,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,1,2,1,1,1,2,1,2,5,68700,black,not_matching,"black, not_matching",6
444,0.875,4,631ba5ff920f70c2de57f441,3,27,0,30000,12000,1000,3,4,3,2,3,3,6,4,6,6,6,5,5,6,6,5,5,5,5,5,5,5,5,6,5,89,4,5,6,5,6,5,6,5,75,4,5,5,86,6,5,7,6,6,7,7,6,5,4,7,2,5,6,6,6,6,5,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,3,2,3,3,1,3,2,3,1,1,2,1,2,5,35000,black,not_matching,"black, not_matching",7
812,0.375,3,5f58d7941af44708223b94da,2,29,0,2000,100,50,2,2,2,5f58d7941af44708223b94da,1,2,7,4,4,5,4,2,3,3,2,4,4,5,5,4,4,4,5,6,5,40,5,5,5,4,2,3,3,2,45,4,4,2,15,5,7,6,4,4,6,4,7,1,7,6,3,2,1,1,4,6,6,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,1,1,1,2,1,3,2,1,1,2,1,2,5,5000,black,not_matching,"black, not_matching",3
1305,1,3,615f2b3f0eafbabe579b889a,2,32,70000,0,6000,4000,4,4,3,615f2b3f0eafbabe579b889a,6,5,5,6,4,6,5,7,5,7,6,7,6,7,6,6,7,6,6,5,6,80,5,4,4,5,6,5,6,5,56,6,5,6,52,6,7,6,6,7,6,7,6,5,6,6,1,7,6,7,6,5,2,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,2,1,2,3,1,3,1,1,2,1,1,5,40000,black,not_matching,"black, not_matching",5
1388,0.75,4,6308ff465d70c60ec0196df7,1,26,0,40000,3000,1200,3,3,3,2,2,2,7,4,7,2,2,1,1,3,2,6,6,6,6,5,2,6,4,5,4,65,5,5,5,6,4,3,3,2,20,3,3,2,30,7,7,4,4,3,7,7,1,6,1,7,2,6,1,7,1,7,2,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,1,3,2,2,1,1,3,2,1,2,1,2,5,26500,black,not_matching,"black, not_matching",3
727,0.75,4,60a0f0a3304a7c10be7332d2,1,32,0,400000,1000,200,2,4,3,"I did not receive a Portfolio ID from Jamie, but he recommended high risk, high return, with 85% in stocks ",1,3,7,6,6,3,3,2,3,2,4,5,5,5,5,4,4,4,4,4,4,65,4,4,4,4,3,2,2,2,30,4,3,1,70,5,6,5,3,3,6,6,6,2,6,7,4,3,2,1,7,6,7,3,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,2,2,2,3,1,3,1,1,2,1,1,5,0,black,not_matching,"black, not_matching",2
632,0.375,3,5f565c9592080106c6b4d467,1,32,0,18000,100,50,2,2,2,2,1,1,1,2,6,5,5,4,5,4,4,6,6,6,6,4,5,5,4,4,4,5,4,4,4,5,4,4,4,4,37,4,4,4,5,4,6,5,5,4,5,5,6,2,5,7,3,2,6,1,3,5,6,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,2,3,2,3,3,3,1,1,2,2,1,2,5,12000,black,not_matching,"black, not_matching",2
1993,0.5,3,5d31266f466cc90019de4e43,2,39,0,75000,1000,100,3,2,2,2,2,2,2,6,4,6,4,4,6,5,5,6,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,5,5,87,5,5,5,5,6,6,6,6,6,3,5,4,3,6,6,4,4,2,2,2,6,5,6,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,2,2,2,2,3,2,1,2,1,2,2,1,2,5,66000,black,not_matching,"black, not_matching",6
648,0,4,583b397f54686200010f1d20,1,50,0,0,500,250,1,1,1,2,1,1,1,2,3,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,0,1,2,2,3,2,1,1,1,0,1,1,1,0,1,1,1,2,1,7,7,4,5,1,6,1,6,3,1,1,6,1,1,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,3,1,3,3,2,2,1,1,2,2,2,1,2,5,40000,black,not_matching,"black, not_matching",1
2157,0.625,4,5eb074c7e612c1129942044c,3,49,350000,0,10000,1000,3,4,1,2,1,3,7,2,5,4,4,1,1,4,4,5,5,5,1,4,4,4,4,4,4,20,4,4,4,6,4,1,3,3,50,2,2,1,0,7,7,6,4,4,5,5,1,4,1,5,1,7,1,5,1,7,1,7,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,2,3,3,2,1,1,2,2,1,2,1,1,5,40000,black,not_matching,"black, not_matching",6
649,0.75,3,5f504fd2cc049d1cbf29c40d,3,29,0,0,10000,2000,3,4,2,2,1,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,75,7,7,7,7,7,7,7,7,100,7,7,7,100,7,7,7,7,7,1,7,1,7,1,7,1,7,1,1,1,7,1,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,1,2,1,1,3,1,1,2,1,2,3,55000,black,not_matching,"black, not_matching",1
1208,0.375,3,62c84b75835be6f44f99acd1,1,45,550000,76000,25000,1500,2,2,2,2,1,3,7,5,7,6,6,5,6,7,5,6,6,6,6,6,5,6,7,7,7,30,7,7,7,6,5,5,5,5,70,6,6,6,60,7,7,7,6,5,3,4,1,6,3,7,1,6,1,5,5,7,1,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,6,3,1,2,3,2,1,1,2,2,1,2,1,2,5,52000,black,not_matching,"black, not_matching",6
1279,0.25,3,58adfc6e7cf56d0001f931a2,3,25,0,25000,1000,25,3,1,1,2,1,1,7,1,5,6,5,3,4,2,5,4,4,2,2,4,4,4,6,6,5,61,5,3,5,6,4,5,6,4,41,5,4,4,0,5,6,7,6,3,4,6,7,4,6,7,6,5,6,6,4,7,4,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,1,1,2,-77,-77,-77,-77,5,3,1,2,3,2,1,2,1,1,1,2,1,2,3,0,black,not_matching,"black, not_matching",6
1456,0.25,4,5e1b9951be8d633cb531644c,1,26,0,0,20,5,2,1,2,5e1b9951be8d633cb531644c,1,6,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,60,7,7,7,7,7,7,7,7,99,7,7,7,42,7,7,7,7,7,7,7,7,3,4,7,4,3,6,5,7,7,5,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,1,1,1,1,1,3,1,1,2,1,2,6,42000,black,not_matching,"black, not_matching",5
915,0.25,4,610f08f3d1314c14931e2829,2,37,0,0,2000,100,2,1,2,Preserve Capital,1,4,1,6,3,6,6,4,6,7,2,7,7,7,6,5,6,4,7,7,7,80,6,6,7,7,7,5,7,4,100,6,4,5,70,7,7,7,5,5,6,6,1,3,4,7,5,6,5,2,5,5,2,6,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,3,1,1,2,2,2,1,2,6,33000,black,not_matching,"black, not_matching",7
2046,0.25,4,62c9990351a1fcfc4ea73063,2,58,55000,35000,1000,100,1,2,2,2,6,4,6,2,3,6,6,4,6,5,5,6,6,6,6,6,5,5,4,6,6,40,5,5,6,6,5,5,6,5,80,4,5,4,20,6,6,6,3,4,6,7,6,5,2,5,2,5,5,3,4,5,5,4,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,5,3,2,3,3,2,2,1,1,2,1,2,1,2,4,16000,black,not_matching,"black, not_matching",5
946,0.5,3,5f3f5ad05ec7d1257993b196,1,57,0,0,1000,200,2,3,2,2,1,1,1,1,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,20,7,7,7,7,7,7,7,7,100,7,7,7,50,7,7,7,7,7,2,6,7,1,7,7,1,1,1,1,5,7,7,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,2,1,3,3,3,3,3,2,2,2,2,1,2,6,20000,black,not_matching,"black, not_matching",1
1323,0.375,4,5d4e212b81ca1c001b21672c,2,76,0,0,100,0,2,2,2,2,1,4,7,1,6,5,2,2,2,2,2,5,5,4,4,4,4,4,3,4,4,95,4,4,4,4,4,4,4,4,1,2,4,4,50,2,2,2,4,4,4,4,7,1,7,7,5,7,3,3,1,7,5,7,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,3,1,3,3,2,3,1,2,1,1,2,1,2,5,24000,black,not_matching,"black, not_matching",7
780,0.5,3,620bdd01a922fc3f247f6b4a,1,32,200000,12000,1000,500,2,3,2,Balanced Growth,3,5,7,5,6,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,20,7,7,7,6,6,7,7,7,70,6,5,5,15,7,7,7,6,7,3,4,4,3,5,6,3,6,2,4,2,6,2,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,2,3,1,3,2,1,1,2,1,2,3,32000,black,not_matching,"black, not_matching",7
1007,0.5,4,61676f87dba8a19bc29edf39,1,37,50000,10000,5000,2500,2,4,1,61676f87dba8a19bc29edf39,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,6,6,6,7,7,7,7,7,95,6,6,6,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,2,2,2,3,3,3,1,2,2,2,2,1,1,4,35000,black,not_matching,"black, not_matching",7
1469,0.375,3,5e1ff4e6b02857317533d561,3,42,0,4000,1000,400,2,1,3,5e1ff4e6b02857317533d561,2,4,7,4,5,5,4,3,5,5,5,5,5,5,5,5,4,5,5,5,4,35,6,6,6,5,5,4,5,4,60,5,4,5,40,5,6,6,4,4,6,6,3,4,5,6,3,6,2,5,2,5,2,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,1,2,2,1,1,2,1,2,6,40000,black,not_matching,"black, not_matching",5
1788,1,4,62bdeb6839de2a6585202286,1,42,0,20000,1000,250,4,4,3,2,1,4,7,7,7,3,1,1,1,1,4,7,7,5,5,5,4,5,1,1,1,10,4,1,1,7,4,2,3,3,0,1,1,1,25,7,7,1,7,5,4,7,7,1,7,4,1,7,1,7,1,7,1,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,2,3,2,3,3,1,1,2,1,2,2,5000,black,not_matching,"black, not_matching",1
1514,0.625,3,5ae25791af72e0000127b8f7,3,38,90000,69000,1000,500,2,4,2,2,1,2,1,1,5,5,5,4,5,5,5,6,5,5,6,4,5,6,5,5,4,20,5,6,5,5,5,2,5,5,67,5,4,4,31,6,6,5,6,5,3,3,3,4,2,4,2,2,2,3,2,6,2,5,1,1,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,2,2,3,1,2,2,1,2,3,29000,black,not_matching,"black, not_matching",5
835,0.25,3,6114b9fecec124fc9c5b8d0b,4,21,0,0,100,100,2,1,2,2,1,1,1,3,5,4,4,3,4,4,4,7,7,7,7,7,4,7,4,4,4,5,4,4,4,5,7,6,6,5,75,4,4,4,5,6,7,4,5,5,6,7,5,1,4,7,4,3,4,3,1,6,7,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,2,2,2,3,2,1,3,1,1,2,2,1,2,3,9000,black,not_matching,"black, not_matching",7
579,0.625,3,5c463ae8b6744900018de594,1,21,0,5000,2500,500,3,4,1,I,1,2,1,1,7,6,2,1,4,7,3,7,7,7,7,7,7,7,5,7,7,50,6,4,4,1,7,6,7,7,50,2,4,4,20,7,7,7,3,4,7,7,2,7,1,5,1,7,2,2,4,6,2,7,1,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,1,2,1,1,2,1,2,2,1,2,5,20000,black,not_matching,"black, not_matching",2
1096,0.25,3,62a9513ae9305607fd5af01a,3,59,0,12000,1000,100,2,1,2,2,1,2,1,2,4,3,3,2,2,4,3,3,3,2,3,2,3,3,3,4,2,30,4,2,3,4,2,2,2,2,2,2,2,2,6,3,5,3,3,3,5,6,4,3,3,5,2,6,2,4,1,5,2,4,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,2,3,3,2,3,1,1,2,2,2,1,2,5,48000,black,not_matching,"black, not_matching",5
411,0.125,4,5dd1f583946f7c24ccfae358,3,29,0,0,1500,250,1,1,2,5dd1f583946f7c24ccfae358,1,1,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,7,7,7,1,7,7,7,7,16,4,5,6,22,7,7,7,7,7,1,7,2,5,2,5,1,2,7,7,7,7,4,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,2,1,2,2,2,2,2,3,1,2,2,1,2,3,250000,black,not_matching,"black, not_matching",7
1816,0.25,3,55b0029bfdf99b5c00619440,2,38,0,17000,50,100,2,1,2,2,2,4,1,4,6,6,6,5,6,7,4,6,6,6,6,5,6,7,5,5,5,25,6,6,6,6,6,5,6,6,60,6,6,5,50,5,7,5,6,6,2,3,2,3,3,6,2,7,1,6,2,6,1,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,1,1,2,2,2,2,1,2,4,20000,black,not_matching,"black, not_matching",3
